0.68;0.68;1
0.68;0.68;1
0.68;0.68;0
0.68;0.68;0
0.68;0.68;1
0.68;0.68;1
0.68;0.68;1
0.68;0.68;2
0.68;0.68;1
0.68;0.68;1
0.68;0.68;0
0.68;0.68;0
0.68;0.68;1
0.68;0.68;1
0.68;0.68;1
0.68;0.68;1
0.68;0.68;1
0.68;0.68;1
0.68;0.68;0
0.68;0.68;1
0.68;0.68;0
0.68;0.68;1
0.68;0.68;1
0.68;0.68;1
0.68;0.68;1
0.68;0.68;1
0.68;0.68;1
0.68;0.68;1
0.68;0.68;1
0.68;0.68;1
0.68;0.68;1
0.68;0.68;1
30.45;58.94;1
30.45;58.94;1
30.45;58.94;1
30.45;58.94;1
30.45;58.94;1
30.45;58.94;1
30.45;58.94;0
30.45;58.94;1
30.45;58.94;0
30.45;58.94;2
30.45;58.94;2
30.45;58.94;1
30.45;58.94;1
30.45;58.94;1
30.45;58.94;0
30.45;58.94;1
30.45;58.94;1
30.45;58.94;1
30.45;58.94;0
30.45;58.94;1
30.45;58.94;0
30.45;58.94;1
30.45;58.94;0
30.45;58.94;1
30.45;58.94;0
30.45;58.94;1
30.45;58.94;1
30.45;58.94;1
30.45;58.94;1
30.45;58.94;1
29.99;59.98;0
29.99;59.98;1
29.99;59.98;0
29.99;59.98;1
29.99;59.98;0
29.99;59.98;1
29.99;59.98;1
29.99;59.98;1
29.99;59.98;0
29.99;59.98;1
29.99;59.98;0
29.99;59.98;2
29.99;59.98;0
29.99;59.98;1
29.99;59.98;1
29.99;59.98;1
29.99;59.98;1
29.99;59.98;1
29.99;59.98;0
29.99;59.98;1
29.99;59.98;0
29.99;59.98;1
29.99;59.98;0
29.99;59.98;1
29.99;59.98;0
29.99;59.98;1
29.99;59.98;0
29.99;59.98;2
29.99;59.98;1
29.99;59.98;1
29.98;59.95;0
29.98;59.95;1
29.98;59.95;1
29.98;59.95;1
29.98;59.95;0
29.98;59.95;1
29.98;59.95;1
29.98;59.95;1
29.98;59.95;1
29.98;59.95;1
29.98;59.95;1
29.98;59.95;1
29.98;59.95;0
29.98;59.95;2
29.98;59.95;1
29.98;59.95;0
29.98;59.95;1
29.98;59.95;1
29.98;59.95;1
29.98;59.95;1
29.98;59.95;1
29.98;59.95;0
29.98;59.95;1
29.98;59.95;1
29.98;59.95;1
29.98;59.95;1
29.98;59.95;1
29.98;59.95;1
29.98;59.95;1
29.98;59.95;1
29.98;59.95;1
29.45;59.88;1
29.45;59.88;1
29.45;59.88;1
29.45;59.88;0
29.45;59.88;1
29.45;59.88;1
29.45;59.88;1
29.45;59.88;1
29.45;59.88;1
29.45;59.88;1
29.45;59.88;1
29.45;59.88;1
29.45;59.88;1
29.45;59.88;1
29.45;59.88;2
29.45;59.88;1
29.45;59.88;1
29.45;59.88;1
29.45;59.88;1
29.45;59.88;1
29.45;59.88;1
29.45;59.88;1
29.45;59.88;1
29.45;59.88;1
29.45;59.88;1
29.45;59.88;1
29.45;59.88;1
29.45;59.88;1
29.45;59.88;1
29.45;59.88;1
29.91;59.81;1
29.91;59.81;1
29.91;59.81;1
29.91;59.81;1
29.91;59.81;1
29.91;59.81;1
29.91;59.81;1
29.91;59.81;1
29.91;59.81;0
29.91;59.81;1
29.91;59.81;1
29.91;59.81;1
29.91;59.81;1
29.91;59.81;1
29.91;59.81;1
29.91;59.81;1
29.91;59.81;1
29.91;59.81;1
29.91;59.81;1
29.91;59.81;1
29.91;59.81;1
29.91;59.81;1
29.91;59.81;1
29.91;59.81;1
29.91;59.81;0
29.91;59.81;1
29.91;59.81;1
29.91;59.81;1
29.91;59.81;1
29.91;59.81;1
